time,versions
0.001878976821899414,100
0.0015931129455566406,200
0.0026831626892089844,300
0.003726959228515625,400
0.0041201114654541016,500
0.004845142364501953,600
0.005249977111816406,700
0.006536960601806641,800
0.006944894790649414,900
0.008211851119995117,999
