time,versions
0.0021910667419433594,100
0.0011599063873291016,200
0.0016398429870605469,300
0.0015690326690673828,400
0.0020110607147216797,500
0.002249002456665039,600
0.002852916717529297,700
0.003084897994995117,800
0.0035750865936279297,900
0.004173994064331055,999
