small,medium,large,changes
0.105050802,0.370754957,0.987345934,100
0.535793066,1.680900097,4.376685858,200
1.433548927,3.948431969,10.23010397,300
2.718013048,7.118385792,18.59844995,400
4.694863081,11.56579089,31.29748583,500
7.989210129,10.54616308,46.19123006,600
11.48491597,19.261729,66.1273129,700
17.05642796,35.88878202,83.33512497,800
23.36143613,47.59092808,107.500257,900
32.75257301,64.1518209,135.6531749,1000
