small,medium,large,changes
0.061790943,0.24981904,0.483289003,100
0.242466927,0.912592173,1.842968941,200
0.537430048,2.298080921,4.437552929,300
0.885707855,3.524944067,7.816433907,400
1.518131971,5.824831963,12.10735488,500
2.005893946,8.365503073,17.00154591,600
2.791102171,12.023242,23.47137094,700
3.489445925,15.34394002,31.58719778,800
4.704783916,19.84299994,39.86345601,900
5.768975019,24.03032303,48.86448693,1000
