time,size
0.07675313949584961,59
0.3119239807128906,62
0.324444055557251,125
1.3236119747161865,251
3.0883610248565674,376
5.436766147613525,502
8.30425214767456,627
5.289089918136597,331
12.429688930511475,753
22.243957996368408,1004
27.742538928985596,1130
34.2922420501709,1255
0.70005202293396,93
0.9962770938873291,354
4.318392038345337,709
9.67296814918518,1064
17.058290004730225,1419
26.518887042999268,1773
38.24600601196289,2128
52.86679816246033,2483
72.14084887504578,2838
91.6564359664917,3192
114.12201714515686,3544
1.2667930126190186,125
1.974142074584961,156
3.0369298458099365,187
4.596067905426025,218
6.756478786468506,250
7.794824838638306,281
7.829813003540039,312
