time,versions
0.030709028244018555,100
0.061376094818115234,200
0.09336185455322266,300
0.13842201232910156,400
0.1565690040588379,500
0.20091891288757324,600
0.2452988624572754,700
0.26848793029785156,800
0.3287529945373535,900
0.34040403366088867,999
