time,versions,size
1.9365229606628418,400,514
7.165340900421143,800,1024
2.3018040657043457,600,328
0.5147929191589355,200,257
11.55534815788269,1000,1331
2.967489004135132,500,643
11.493234872817993,900,1228
5.498219966888428,700,772
1.2183208465576172,300,386
0.15779590606689453,100,129

