time,versions
0.9873459339141846,100
4.376685857772827,200
10.230103969573975,300
18.59844994544983,400
31.297485828399658,500
46.191230058670044,600
66.12731289863586,700
83.33512496948242,800
107.50025701522827,900
135.65317487716675,999
