time,versions
0.0011219978332519531,100
0.0007967948913574219,200
0.0011479854583740234,300
0.0006260871887207031,400
0.0019540786743164062,500
0.0010781288146972656,600
0.0016820430755615234,700
0.001712799072265625,800
0.0020198822021484375,900
0.0021779537200927734,999
