time,versions
0.00024700164794921875,100
0.00028705596923828125,200
0.0002510547637939453,300
0.0005180835723876953,400
0.0006928443908691406,500
0.0006339550018310547,600
0.0005340576171875,700
0.0009589195251464844,800
0.0008800029754638672,900
0.0010459423065185547,999
