time,versions
0.3707549571990967,100
1.6809000968933105,200
3.948431968688965,300
7.1183857917785645,400
11.565790891647339,500
10.546163082122803,600
19.2617290019989,700
35.888782024383545,800
47.590928077697754,900
64.15182089805603,999
