time,versions,size
4.665316104888916,400,1536
18.129405975341797,800,2969
10.325823068618774,600,2252
1.2866499423980713,200,730
28.65684413909912,1000,3788s
7.673248052597046,500,1843
25.813651084899902,900,3379
15.815785884857178,700,2662
2.987051010131836,300,1126
0.4045989513397217,100,365
