time,versions
0.08674311637878418,400
0.17305803298950195,800
0.13322782516479492,600
0.04623603820800781,200
0.22198987007141113,1000
0.11373686790466309,500
0.19488215446472168,900
0.14991998672485352,700
0.06821012496948242,300
0.019841909408569336,100
