time,versions
0.0018079280853271484,400
0.0031409263610839844,800
0.005088090896606445,600
0.0015740394592285156,200
0.003069162368774414,1000
0.0023648738861083984,500
0.0031189918518066406,900
0.0033049583435058594,700
0.0017600059509277344,300
0.0007190704345703125,100
